precision,bit_size,starting_hash_size,downgraded_hash_size,hasher,composite_hash,average_number_of_duplicates,absolute_average_number_of_duplicates,total_number_of_hashes
15,5,32,24,WyHash,CurrentHash,0.0016201846128380685,8.29696,5121
8,4,24,16,XxHash64,CurrentHash,0.0016420265780730898,0.0706,43
8,4,24,16,WyHash,CurrentHash,0.001680487264673311,0.07226,43
9,6,24,16,XxHash64,SwitchHash,0.0018879820736434107,0.24354,129
18,4,32,24,XxHash64,SwitchHash,0.001896365690221137,62.142,32769
18,4,32,24,WyHash,SwitchHash,0.0018986123434367869,62.21562,32769
18,4,32,24,AHasher,SwitchHash,0.0019006959959060009,62.2839,32769
9,6,24,16,WyHash,SwitchHash,0.0019028500484496124,0.24546,129
9,6,24,16,AHasher,SwitchHash,0.0019043895348837207,0.24566,129
14,6,32,24,XxHash64,CurrentHash,0.001936162591353455,5.94982,3073
14,6,32,24,AHasher,CurrentHash,0.0019387592370376395,5.9578,3073
14,6,32,24,WyHash,CurrentHash,0.001945716775053558,5.97918,3073
7,5,24,16,AHasher,CurrentHash,0.001954273504273504,0.05276,27
7,5,24,16,WyHash,CurrentHash,0.001981025641025641,0.05348,27
7,5,24,16,XxHash64,CurrentHash,0.0020026495726495727,0.05406,27
6,6,24,16,AHasher,CurrentHash,0.0022501470588235295,0.03824,17
6,6,24,16,XxHash64,CurrentHash,0.0022997794117647057,0.03908,17
6,6,24,16,WyHash,CurrentHash,0.0023209558823529407,0.03944,17
18,5,32,24,XxHash64,SwitchHash,0.0023702417179222307,97.08746,40961
18,5,32,24,WyHash,SwitchHash,0.002372279277027138,97.17092,40961
18,5,32,24,AHasher,SwitchHash,0.0023743939793483054,97.25754,40961
10,4,24,16,WyHash,SwitchHash,0.0024927141382868937,0.42624,171
10,4,24,16,XxHash64,SwitchHash,0.002493049191606467,0.4263,171
10,4,24,16,AHasher,SwitchHash,0.0025149301685586513,0.43004,171
10,5,24,16,XxHash64,SwitchHash,0.003125414417972006,0.66882,214
10,5,24,16,WyHash,SwitchHash,0.003131318941687508,0.67008,214
10,5,24,16,AHasher,SwitchHash,0.0031593602737922857,0.67608,214
16,5,32,24,AHasher,CurrentHash,0.0032303351179923225,33.08184,10241
16,5,32,24,XxHash64,CurrentHash,0.003231137603291915,33.09006,10241
16,5,32,24,WyHash,CurrentHash,0.0032321492047514278,33.10042,10241
9,4,24,16,XxHash64,CurrentHash,0.0033268262653898774,0.28608,86
9,4,24,16,AHasher,CurrentHash,0.003353253077975376,0.28836,86
9,4,24,16,WyHash,CurrentHash,0.0033979069767441864,0.2922,86
15,6,32,24,AHasher,CurrentHash,0.00387472541933652,23.81016,6145
15,6,32,24,WyHash,CurrentHash,0.0038791519612828857,23.83736,6145
15,6,32,24,XxHash64,CurrentHash,0.003884687659979319,23.87138,6145
8,5,24,16,XxHash64,CurrentHash,0.0041154647099930115,0.2222,54
8,5,24,16,AHasher,CurrentHash,0.0041606848357791755,0.22464,54
8,5,24,16,WyHash,CurrentHash,0.004168518518518518,0.22506,54
7,6,24,16,AHasher,CurrentHash,0.0048439393939393935,0.1598,33
7,6,24,16,WyHash,CurrentHash,0.004887121212121212,0.16122,33
7,6,24,16,XxHash64,CurrentHash,0.004931079545454546,0.16268,33
10,4,24,16,XxHash64,CurrentHash,0.006753382868937048,1.15474,171
10,4,24,16,AHasher,CurrentHash,0.0067765730994152045,1.1587,171
10,4,24,16,WyHash,CurrentHash,0.006800567595459235,1.1628,171
9,5,24,16,WyHash,CurrentHash,0.008361812731440661,0.89458,107
9,5,24,16,AHasher,CurrentHash,0.008376907071063304,0.8962,107
9,5,24,16,XxHash64,CurrentHash,0.008389037206841825,0.89748,107
8,6,24,16,XxHash64,CurrentHash,0.009956538461538461,0.64696,65
8,6,24,16,WyHash,CurrentHash,0.009992995192307692,0.64934,65
8,6,24,16,AHasher,CurrentHash,0.010015961538461538,0.65082,65
4,4,16,8,WyHash,CurrentHash,0.024658000000000003,0.1214,5
4,4,16,8,WyHash,SwitchHash,0.02468,0.1215,5
4,4,16,8,XxHash64,CurrentHash,0.024795,0.122,5
4,4,16,8,XxHash64,SwitchHash,0.024833999999999995,0.1222,5
4,4,16,8,AHasher,CurrentHash,0.025378,0.1249,4
4,4,16,8,AHasher,SwitchHash,0.02544,0.12518,4
