struct_name,precision,bits,memory_requirements,population_time,cardinality_time,cardinality,cardinality_squared_error
HyperLogLog,4,6,20,78330473,442,4353182,1238336100
HyperLogLog,5,1,8,68608542,708,36,19257492848896
HyperLogLog,5,2,12,74803744,391,178,19256246581636
HyperLogLog,5,3,20,78321535,481,2854,19232768128324
HyperLogLog,5,4,20,73653955,357,730857,13377415975225
HyperLogLog,5,5,28,79952656,703,5233553,714330922761
HyperLogLog,5,6,32,75690927,635,5233553,714330922761
HyperLogLog,6,1,12,66551028,659,74,19257159336804
HyperLogLog,6,2,20,61874643,321,363,19254622984081
HyperLogLog,6,3,32,75171236,516,5808,19206867214096
HyperLogLog,6,4,36,69050872,499,1486880,8418655826064
HyperLogLog,6,5,48,75983738,384,4541583,23473610521
HyperLogLog,6,6,56,73220910,473,4541583,23473610521
HyperLogLog,7,1,20,67567436,604,149,19256501097729
HyperLogLog,7,2,36,67331782,411,732,19251384769600
HyperLogLog,7,3,56,67686504,351,11718,19155100235716
HyperLogLog,7,4,68,56293559,357,2612299,3154435301329
HyperLogLog,7,5,92,61517065,358,4457110,4724912644
HyperLogLog,7,6,108,60115088,334,4457515,4780754449
HyperLogLog,8,1,36,63984873,885,300,19255175877184
HyperLogLog,8,2,68,73744180,824,1471,19244900383801
HyperLogLog,8,3,108,78677034,614,23536,19051793306896
HyperLogLog,8,4,132,69682446,522,3905009,233639789769
HyperLogLog,8,5,176,77079992,660,4910519,272637489609
HyperLogLog,8,6,212,75138541,561,4910397,272510100625
HyperLogLog,9,1,68,63860877,848,601,19252534348441
HyperLogLog,9,2,132,70681952,733,2948,19231943659776
HyperLogLog,9,3,212,77667640,784,47171,18846026122401
HyperLogLog,9,4,260,70807137,737,4519656,17235488656
HyperLogLog,9,5,348,81255004,725,4831385,196260518169
HyperLogLog,9,6,416,77806524,737,4831385,196260518169
HyperLogLog,10,1,132,69946136,1424,1204,19247243060224
HyperLogLog,10,2,260,72472013,1398,5902,19206043300900
HyperLogLog,10,3,416,80138629,1017,94442,18437834844900
HyperLogLog,10,4,516,72325241,1138,4384979,11512449
HyperLogLog,10,5,688,75150726,805,4463919,5707349209
HyperLogLog,10,6,824,61077777,843,4463916,5706895936
HyperLogLog,11,1,260,53370762,1532,2408,19236680209296
HyperLogLog,11,2,516,56709627,1301,11811,19154286186721
HyperLogLog,11,3,824,63171448,1763,188984,17634859574544
HyperLogLog,11,4,1028,60272447,1256,4312998,5681239876
HyperLogLog,11,5,1372,64512665,1320,4331766,3204239236
HyperLogLog,11,6,1644,60020795,1277,4331766,3204239236
HyperLogLog,12,1,516,53435652,2622,4815,19215571972249
HyperLogLog,12,2,1028,56372305,2254,23629,19050981456049
HyperLogLog,12,3,1644,60500302,2198,378069,16082530151809
HyperLogLog,12,4,2052,56634443,2314,4289441,9787342761
HyperLogLog,12,5,2736,60904098,2171,4294612,8790937600
HyperLogLog,12,6,3284,60200550,2206,4294612,8790937600
HyperLogLog,13,1,1028,61240540,5624,9636,19173328957696
HyperLogLog,13,2,2052,70631473,4959,47264,18845218667664
HyperLogLog,13,3,3284,75482310,5181,756053,13193741317761
HyperLogLog,13,4,4100,74950624,5744,4348192,1614432400
HyperLogLog,13,5,5468,77804891,5309,4349325,1524668209
HyperLogLog,13,6,6560,75201234,5378,4349325,1524668209
HyperLogLog,14,1,2052,68481905,10957,19269,19089061024609
HyperLogLog,14,2,4100,69971120,9411,94536,18437027594896
HyperLogLog,14,3,6560,76970077,10097,1488769,8407697557609
HyperLogLog,14,4,8196,73671917,9950,4346602,1744732900
HyperLogLog,14,5,10928,75869103,11329,4346877,1721835025
HyperLogLog,14,6,13112,79913370,10075,4346877,1721835025
HyperLogLog,15,1,4100,67319145,21349,38541,18921029728561
HyperLogLog,15,2,8196,59673040,15321,189078,17634070098436
HyperLogLog,15,3,13112,61966830,15624,2610302,3161532924900
HyperLogLog,15,4,16388,68379968,18960,4345834,1809481444
HyperLogLog,15,5,21852,72128638,17958,4345896,1804210576
HyperLogLog,15,6,26220,73666818,18992,4345896,1804210576
HyperLogLog,16,1,8196,72739415,44263,77087,18587178351225
HyperLogLog,16,2,16388,74393241,38028,378162,16081784244100
HyperLogLog,16,3,26220,82296287,69310,3624212,583940505600
HyperLogLog,16,4,32772,76546632,40284,4354361,1156748121
HyperLogLog,16,5,43696,82460779,62625,4354381,1155388081
HyperLogLog,16,6,52436,76590614,36382,4354381,1155388081
HashSet,0,0,75497520,624052695,66,4388372,0
HyperLogLog,4,1,8,8545642,470,18,505046163556
HyperLogLog,4,2,8,8403693,241,86,504949517604
HyperLogLog,4,3,12,8601889,345,1378,503115001636
HyperLogLog,4,4,12,8017730,182,352845,128048749921
HyperLogLog,4,5,16,7760172,181,810121,9887716969
HyperLogLog,4,6,20,7232760,183,810121,9887716969
HyperLogLog,5,1,8,6508903,277,36,505020579904
HyperLogLog,5,2,12,6901733,246,178,504818776036
HyperLogLog,5,3,20,7629720,222,2854,501023308900
HyperLogLog,5,4,20,6866337,175,615458,9067991076
HyperLogLog,5,5,28,7509359,178,941381,53221105809
HyperLogLog,5,6,32,7357265,213,941381,53221105809
HyperLogLog,6,1,12,6611623,626,74,504966572100
HyperLogLog,6,2,20,6970437,221,363,504555923041
HyperLogLog,6,3,32,7461386,219,5808,496850175376
HyperLogLog,6,4,36,6660368,145,651783,3469327801
HyperLogLog,6,5,48,7249976,141,727760,291589776
HyperLogLog,6,6,56,7062090,260,727760,291589776
HyperLogLog,7,1,20,6186928,693,149,504859986225
HyperLogLog,7,2,36,6623256,228,732,504031842304
HyperLogLog,7,3,56,7063105,264,11718,488553469156
HyperLogLog,7,4,68,6591800,228,694408,264908176
HyperLogLog,7,5,92,7322878,234,713873,10169721
HyperLogLog,7,6,108,7120438,274,713873,10169721
HyperLogLog,8,1,36,6233903,428,300,504645427456
HyperLogLog,8,2,68,7181437,282,1471,502983079369
HyperLogLog,8,3,108,7185075,229,23536,472172373904
HyperLogLog,8,4,132,6938876,282,741576,954315664
HyperLogLog,8,5,176,6944662,230,747299,1340658225
HyperLogLog,8,6,212,7056806,385,747302,1340877924
HyperLogLog,9,1,68,6263667,548,601,504217866889
HyperLogLog,9,2,132,6594395,331,2948,500890245696
HyperLogLog,9,3,212,6916095,401,47171,440249501169
HyperLogLog,9,4,260,6607827,398,701326,87572164
HyperLogLog,9,5,348,7632303,507,702704,63680400
HyperLogLog,9,6,416,8314419,510,702704,63680400
HyperLogLog,10,1,132,6892192,1052,1204,503361870400
HyperLogLog,10,2,260,7156806,755,5902,496717667524
HyperLogLog,10,3,416,8025276,779,94442,379754202564
HyperLogLog,10,4,516,7071708,780,701090,92044836
HyperLogLog,10,5,688,7547204,648,701399,86211225
HyperLogLog,10,6,824,8125105,754,701399,86211225
HyperLogLog,11,1,260,6676683,1447,2408,501654892176
HyperLogLog,11,2,516,7416470,1283,11811,488423470129
HyperLogLog,11,3,824,8029234,1211,187884,273319840000
HyperLogLog,11,4,1028,7172895,1197,712454,3132900
HyperLogLog,11,5,1372,7948685,1182,712531,3411409
HyperLogLog,11,6,1644,8224211,1579,712531,3411409
HyperLogLog,12,1,516,7504570,3150,4815,498251045161
HyperLogLog,12,2,1028,8342019,2700,23629,472044573025
HyperLogLog,12,3,1644,8998837,2592,350831,129494181609
HyperLogLog,12,4,2052,8559293,2654,698140,157351936
HyperLogLog,12,5,2736,9328224,2579,698160,156850576
HyperLogLog,12,6,3284,9226234,2667,698160,156850576
HyperLogLog,13,1,1028,8054049,5615,9636,491468298304
HyperLogLog,13,2,2052,8588426,4721,47264,440126096400
HyperLogLog,13,3,3284,9145967,4805,533325,31456214881
HyperLogLog,13,4,4100,8539538,4902,702405,68541841
HyperLogLog,13,5,5468,9213451,4929,702408,68492176
HyperLogLog,13,6,6560,9315662,4803,702408,68492176
HyperLogLog,14,1,2052,8074007,10995,19269,478054702225
HyperLogLog,14,2,4100,8829327,9526,94536,379638357904
HyperLogLog,14,3,6560,9657502,9433,646544,4113939600
HyperLogLog,14,4,8196,9514132,10101,705814,23716900
HyperLogLog,14,5,10928,10622447,10393,705815,23707161
HyperLogLog,14,6,13112,10454214,10164,705815,23707161
HyperLogLog,15,1,4100,9063927,23178,38541,451776212449
HyperLogLog,15,2,8196,10400018,19878,188239,272948778025
HyperLogLog,15,3,13112,11206459,20547,691698,360468196
HyperLogLog,15,4,16388,11129693,21504,708805,3530641
HyperLogLog,15,5,21852,11817043,20726,708806,3526884
HyperLogLog,15,6,26220,11612803,20852,708806,3526884
HyperLogLog,16,1,8196,10238195,48576,77087,401445158409
HyperLogLog,16,2,16388,11392113,42255,351177,129245283049
HyperLogLog,16,3,26220,12913048,43348,704563,37466641
HyperLogLog,16,4,32772,12837086,44323,709048,2676496
HyperLogLog,16,5,43696,13146255,40742,709048,2676496
HyperLogLog,16,6,52436,12704330,41292,709048,2676496
HashSet,0,0,9437232,40006135,56,710684,0
HyperLogLog,4,1,8,50617199,567,18,11049541087225
HyperLogLog,4,2,8,48352996,332,86,11049089016289
HyperLogLog,4,3,12,49646055,343,1378,11040501425625
HyperLogLog,4,4,12,46427946,381,352845,8828374102564
HyperLogLog,4,5,16,47948544,310,4275906,905928950809
HyperLogLog,4,6,20,41033341,385,4250754,858682075801
HyperLogLog,5,1,8,39321529,557,36,11049421420489
HyperLogLog,5,2,12,45162627,377,178,11048477405625
HyperLogLog,5,3,20,50650903,382,2854,11030694920001
HyperLogLog,5,4,20,45491068,500,730857,6724924816516
HyperLogLog,5,5,28,52212456,342,4891490,2456702007769
HyperLogLog,5,6,32,50957403,386,4883511,2431753310464
HyperLogLog,6,1,12,46050338,542,74,11049168792841
HyperLogLog,6,2,20,50042041,504,363,11047247587600
HyperLogLog,6,3,32,55710824,463,5808,11011081707025
HyperLogLog,6,4,36,50605754,448,1464005,3459964569604
HyperLogLog,6,5,48,57419160,372,4931387,2583361856656
HyperLogLog,6,6,56,52026396,497,4931387,2583361856656
HyperLogLog,7,1,20,47742047,649,149,11048670194116
HyperLogLog,7,2,36,47952067,406,732,11044794803641
HyperLogLog,7,3,56,49749702,443,11718,10971894388225
HyperLogLog,7,4,68,44543743,344,2594648,532104597025
HyperLogLog,7,5,92,42773970,358,4360629,1074386148676
HyperLogLog,7,6,108,44797187,336,4361016,1075188569569
HyperLogLog,8,1,36,42136955,679,300,11047666382809
HyperLogLog,8,2,68,47578295,651,1471,11039883407424
HyperLogLog,8,3,108,52056718,522,23536,10893742521489
HyperLogLog,8,4,132,48383896,575,3412563,7825171600
HyperLogLog,8,5,176,52102772,470,4016136,478909673089
HyperLogLog,8,6,212,56174168,598,4016217,479021788996
HyperLogLog,9,1,68,47784800,824,601,11045665544004
HyperLogLog,9,2,132,45789947,613,2948,11030070534025
HyperLogLog,9,3,212,40979929,749,47171,10738283332624
HyperLogLog,9,4,260,39469791,692,3421632,9511905841
HyperLogLog,9,5,348,55440185,813,3571247,61080156736
HyperLogLog,9,6,416,53302487,704,3571247,61080156736
HyperLogLog,10,1,132,42882539,1113,1204,11041657764201
HyperLogLog,10,2,260,38666719,763,5902,11010457876401
HyperLogLog,10,3,416,41800811,898,94442,10430710174921
HyperLogLog,10,4,516,43691013,955,3369755,2084105104
HyperLogLog,10,5,688,51010464,929,3400447,5828406336
HyperLogLog,10,6,824,51287181,925,3400447,5828406336
HyperLogLog,11,1,260,43757486,1746,2408,11033657673025
HyperLogLog,11,2,516,40714774,1286,11811,10971278293264
HyperLogLog,11,3,824,41851929,1277,188984,9828971144161
HyperLogLog,11,4,1028,39350850,1300,3399756,5723376409
HyperLogLog,11,5,1372,41905356,1281,3407836,7011215289
HyperLogLog,11,6,1644,41151779,1199,3407836,7011215289
HyperLogLog,12,1,516,36961288,2487,4815,11017672826944
HyperLogLog,12,2,1028,38297180,2113,23629,10893128624676
HyperLogLog,12,3,1644,41741203,2203,378069,8679116329156
HyperLogLog,12,4,2052,39284473,2282,3311125,168428484
HyperLogLog,12,5,2736,49191785,6539,3313030,122611329
HyperLogLog,12,6,3284,50635487,2561,3313030,122611329
HyperLogLog,13,1,1028,37819336,4780,9636,10985691494089
HyperLogLog,13,2,2052,38531087,4023,47264,10737673831921
HyperLogLog,13,3,3284,41128458,4136,755316,6598666651369
HyperLogLog,13,4,4100,38991107,3971,3366661,1811183364
HyperLogLog,13,5,5468,40882404,4067,3367112,1849774081
HyperLogLog,13,6,6560,40793890,4058,3367112,1849774081
HyperLogLog,14,1,2052,35821737,8991,19269,10921927767556
HyperLogLog,14,2,4100,37995597,7438,94536,10430103007489
HyperLogLog,14,3,6560,40695540,7724,1450430,3510650510929
HyperLogLog,14,4,8196,39401058,7812,3345912,475632481
HyperLogLog,14,5,10928,42556466,7482,3346021,480398724
HyperLogLog,14,6,13112,41813054,7741,3346021,480398724
HyperLogLog,15,1,4100,37269542,17378,38541,10794917655844
HyperLogLog,15,2,8196,39388592,16641,189078,9828381750625
HyperLogLog,15,3,13112,43725881,15885,2335142,978043859521
HyperLogLog,15,4,16388,44334601,19539,3316470,58262689
HyperLogLog,15,5,21852,51712584,18198,3316498,57836025
HyperLogLog,15,6,26220,51798696,19494,3316498,57836025
HyperLogLog,16,1,8196,49451908,73866,77087,10543112904256
HyperLogLog,16,2,16388,54817723,39254,378162,8678568375481
HyperLogLog,16,3,26220,60292352,41566,2958004,134028477801
HyperLogLog,16,4,32772,54940189,38828,3320355,14047504
HyperLogLog,16,5,43696,59698691,46120,3320361,14002564
HyperLogLog,16,6,52436,60551119,38747,3320361,14002564
HashSet,0,0,37748784,333713638,69,3324103,0
HyperLogLog,4,1,8,100293537,442,18,32462976221641
HyperLogLog,4,2,8,96387881,284,86,32462201348721
HyperLogLog,4,3,12,100669535,370,1378,32447480520361
HyperLogLog,4,4,12,95654324,304,352845,28566908419204
HyperLogLog,4,5,16,105790102,420,5735144,1406025009
HyperLogLog,4,6,20,118017305,349,5735144,1406025009
HyperLogLog,5,1,8,104929998,575,36,32462771107321
HyperLogLog,5,2,12,104252461,373,178,32461153005961
HyperLogLog,5,3,20,91971575,414,2854,32430667312849
HyperLogLog,5,4,20,93869306,354,730857,24669002904100
HyperLogLog,5,5,28,91527426,311,7027212,1767743089225
HyperLogLog,5,6,32,87287068,286,7027212,1767743089225
HyperLogLog,6,1,12,77111332,514,74,32462338090329
HyperLogLog,6,2,20,81070031,326,363,32459044976656
HyperLogLog,6,3,32,84690678,620,5808,32397031201921
HyperLogLog,6,4,36,78234717,375,1486880,17730558728289
HyperLogLog,6,5,48,100162948,424,6246424,301156195729
HyperLogLog,6,6,56,109592679,415,6248026,302917043641
HyperLogLog,7,1,20,80062023,497,149,32461483460004
HyperLogLog,7,2,36,81350330,666,732,32454840517225
HyperLogLog,7,3,56,87318850,312,11718,32329788593041
HyperLogLog,7,4,68,96549994,420,2844503,8140430684736
HyperLogLog,7,5,92,117323196,412,6099902,161809085025
HyperLogLog,7,6,108,135619204,785,6099902,161809085025
HyperLogLog,8,1,36,95970823,570,300,32459762838409
HyperLogLog,8,2,68,80915662,974,1471,32446421022976
HyperLogLog,8,3,108,96640469,560,23536,32195535640321
HyperLogLog,8,4,132,98720001,497,4523397,1378863062500
HyperLogLog,8,5,176,87352565,452,6111095,170939248704
HyperLogLog,8,6,212,86647298,438,6111095,170939248704
HyperLogLog,9,1,68,98009861,859,601,32456333126116
HyperLogLog,9,2,132,87738543,572,2948,32429596700601
HyperLogLog,9,3,212,85707188,557,47171,31927879026576
HyperLogLog,9,4,260,83185915,600,5555157,20303400100
HyperLogLog,9,5,348,109504020,588,6172763,225735213456
HyperLogLog,9,6,416,98107096,699,6172763,225735213456
HyperLogLog,10,1,132,90208641,1307,1204,32449462852249
HyperLogLog,10,2,260,82935604,818,5902,32395961145025
HyperLogLog,10,3,416,85598044,778,94442,31395906272025
HyperLogLog,10,4,516,78653365,1130,5713730,258662889
HyperLogLog,10,5,688,82462089,674,5878350,32653574209
HyperLogLog,10,6,824,101280506,932,5878350,32653574209
HyperLogLog,11,1,260,85221686,1629,2408,32435747267121
HyperLogLog,11,2,516,79362428,1264,11811,32328731018896
HyperLogLog,11,3,824,84738672,1211,188984,30345368047569
HyperLogLog,11,4,1028,79785899,1306,5714760,292854769
HyperLogLog,11,5,1372,84151763,1193,5754004,3176111449
HyperLogLog,11,6,1644,90404445,1217,5754006,3176336881
HyperLogLog,12,1,516,83820064,3192,4815,32408336180224
HyperLogLog,12,2,1028,98706254,2815,23629,32194480264324
HyperLogLog,12,3,1644,108649937,2609,378069,28297910098084
HyperLogLog,12,4,2052,99301428,2716,5772364,5582630089
HyperLogLog,12,5,2736,111073022,2865,5783092,7300848025
HyperLogLog,12,6,3284,107803051,2592,5783092,7300848025
HyperLogLog,13,1,1028,92220201,5600,9636,32353469136121
HyperLogLog,13,2,2052,101380935,5122,47264,31926828046689
HyperLogLog,13,3,3284,111405969,5085,756238,24417522905281
HyperLogLog,13,4,4100,96971152,4735,5792290,8957297449
HyperLogLog,13,5,5468,110885148,4853,5794751,9429186816
HyperLogLog,13,6,6560,102629672,4836,5794751,9429186816
HyperLogLog,14,1,2052,100231052,11134,19269,32243976710884
HyperLogLog,14,2,4100,99788680,9707,94536,31394852878321
HyperLogLog,14,3,6560,103696473,9401,1505135,17577156870144
HyperLogLog,14,4,8196,103412040,9624,5721742,580569025
HyperLogLog,14,5,10928,104252778,9284,5722427,614048400
HyperLogLog,14,6,13112,110725496,9928,5722427,614048400
HyperLogLog,15,1,4100,101913958,42712,38541,32025480719236
HyperLogLog,15,2,8196,102080124,34539,189078,30344332427761
HyperLogLog,15,3,13112,116856954,31228,2811043,8332482652816
HyperLogLog,15,4,16388,133620442,22163,5677153,420004036
HyperLogLog,15,5,21852,207294028,21548,5677325,412983684
HyperLogLog,15,6,26220,119313311,18709,5677325,412983684
HyperLogLog,16,1,8196,97977385,42746,77087,31590694713600
HyperLogLog,16,2,16388,102252024,35777,378162,28296920665225
HyperLogLog,16,3,26220,106988771,37061,4286790,1990517474449
HyperLogLog,16,4,32772,96680537,32003,5663416,1171761361
HyperLogLog,16,5,43696,95094436,29842,5663461,1168682596
HyperLogLog,16,6,52436,91444758,31977,5663461,1168682596
HashSet,0,0,75497520,841593987,63,5697647,0
HyperLogLog,4,1,8,88887176,395,18,26837632055025
HyperLogLog,4,2,8,75245874,312,86,26836927510969
HyperLogLog,4,3,12,87699421,360,1378,26823542931025
HyperLogLog,4,4,12,84515991,362,352845,23306474871684
HyperLogLog,4,5,16,97414970,335,4225896,911312709129
HyperLogLog,4,6,20,96361507,346,4201327,958824806416
HyperLogLog,5,1,8,88331225,1108,36,26837445557169
HyperLogLog,5,2,12,93610990,380,178,26835974319025
HyperLogLog,5,3,20,100575946,375,2854,26808256273561
HyperLogLog,5,4,20,88592531,646,730857,19799527511556
HyperLogLog,5,5,28,96299562,384,5215317,1210622436
HyperLogLog,5,6,32,91988532,760,5215317,1210622436
HyperLogLog,6,1,12,93778863,797,74,26837051841601
HyperLogLog,6,2,20,94719254,446,363,26834057625600
HyperLogLog,6,3,32,97226678,804,5808,26777675331225
HyperLogLog,6,4,36,87698456,419,1486880,13642998611449
HyperLogLog,6,5,48,80375787,335,5531574,123236804601
HyperLogLog,6,6,56,74484339,377,5531574,123236804601
HyperLogLog,7,1,20,67361643,520,149,26836274779876
HyperLogLog,7,2,36,75209930,385,732,26830234803681
HyperLogLog,7,3,56,85025407,358,11718,26716545128025
HyperLogLog,7,4,68,80443466,360,2742913,5941942512100
HyperLogLog,7,5,92,82540804,389,5585570,164063072209
HyperLogLog,7,6,108,88774701,404,5585570,164063072209
HyperLogLog,8,1,36,87853485,731,300,26834710329729
HyperLogLog,8,2,68,90312433,516,1471,26822579618704
HyperLogLog,8,3,108,90392714,604,23536,26594514918169
HyperLogLog,8,4,132,83268728,513,4296597,781325173476
HyperLogLog,8,5,176,75345215,810,5641870,212841054409
HyperLogLog,8,6,212,76586916,703,5641709,212692526596
HyperLogLog,9,1,68,79133107,812,601,26831591926084
HyperLogLog,9,2,132,84371548,561,2948,26807282880625
HyperLogLog,9,3,212,90959055,689,47171,26351302755904
HyperLogLog,9,4,260,88620084,710,5039030,20020269049
HyperLogLog,9,5,348,95100062,715,5498346,101011459329
HyperLogLog,9,6,416,91778248,711,5498384,101035615321
HyperLogLog,10,1,132,83233248,1335,1204,26825345303761
HyperLogLog,10,2,260,85803936,5004,5902,26776702493641
HyperLogLog,10,3,416,94864658,1020,94442,25868219938561
HyperLogLog,10,4,516,89467830,889,5225325,2007219204
HyperLogLog,10,5,688,96925882,941,5349459,28539372096
HyperLogLog,10,6,824,91573574,1044,5349459,28539372096
HyperLogLog,11,1,260,81131396,1922,2408,26812874953225
HyperLogLog,11,2,516,84618015,1334,11811,26715583738944
HyperLogLog,11,3,824,92437793,1479,188984,24915461588521
HyperLogLog,11,4,1028,87249509,1436,5117369,3988427716
HyperLogLog,11,5,1372,77012869,1273,5145356,1236717889
HyperLogLog,11,6,1644,75809486,1257,5145354,1236858561
HyperLogLog,12,1,516,68218033,2554,4815,26787953301264
HyperLogLog,12,2,1028,70429317,2174,23629,26593555727236
HyperLogLog,12,3,1644,74972720,2233,378069,23063564422116
HyperLogLog,12,4,2052,71874610,2250,5085883,8956729600
HyperLogLog,12,5,2736,92453025,2794,5092955,7668154624
HyperLogLog,12,6,3284,100186269,3166,5092955,7668154624
HyperLogLog,13,1,1028,88450251,6507,9636,26738072366769
HyperLogLog,13,2,2052,97872768,5248,47264,26350347961081
HyperLogLog,13,3,3284,97070458,5426,756238,19574297761225
HyperLogLog,13,4,4100,90363371,5324,5162805,313927524
HyperLogLog,13,5,5468,93339209,5020,5164518,256160025
HyperLogLog,13,6,6560,90827597,5044,5164518,256160025
HyperLogLog,14,1,2052,83261823,11527,19269,26638542852516
HyperLogLog,14,2,4100,91064450,9737,94536,25867263764169
HyperLogLog,14,3,6560,90817975,9482,1502033,13531288680100
HyperLogLog,14,4,8196,85645111,9859,5175934,21058921
HyperLogLog,14,5,10928,88685051,8935,5176377,17189316
HyperLogLog,14,6,13112,90511939,9577,5176377,17189316
HyperLogLog,15,1,4100,84743356,24123,38541,26439978888324
HyperLogLog,15,2,8196,91257155,19123,189078,24914523188025
HyperLogLog,15,3,13112,95849595,19355,2752046,5897500539529
HyperLogLog,15,4,16388,92237159,19583,5165455,227044624
HyperLogLog,15,5,21852,97816705,20000,5165561,223861444
HyperLogLog,15,6,26220,83132233,15505,5165561,223861444
HyperLogLog,16,1,8196,70964695,35572,77087,26045059006096
HyperLogLog,16,2,16388,100852160,36890,378162,23062671174321
HyperLogLog,16,3,26220,95534412,40608,4074688,1222871047225
HyperLogLog,16,4,32772,98507384,41479,5190997,109704676
HyperLogLog,16,5,43696,103645039,38294,5191024,110271001
HyperLogLog,16,6,52436,102027019,38647,5191024,110271001
HashSet,0,0,75497520,723933291,96,5180523,0
HyperLogLog,4,1,8,69946571,719,18,18850463090944
HyperLogLog,4,2,8,64219412,327,86,18849872622736
HyperLogLog,4,3,12,67081425,346,1378,18838655483904
HyperLogLog,4,4,12,67033006,407,352845,15911203543225
HyperLogLog,4,5,16,78240226,426,5689986,1817794241536
HyperLogLog,4,6,20,75657113,392,5645533,1699902262809
HyperLogLog,5,1,8,66213168,508,36,18850306789636
HyperLogLog,5,2,12,69183670,502,178,18849073768704
HyperLogLog,5,3,20,77527175,466,2854,18825844943376
HyperLogLog,5,4,20,67040456,420,730857,13038403822129
HyperLogLog,5,5,28,72691033,412,4619741,77290116121
HyperLogLog,5,6,32,72185192,380,4626881,81311092801
HyperLogLog,6,1,12,65720441,532,74,18849976822336
HyperLogLog,6,2,20,68421656,427,363,18847467428689
HyperLogLog,6,3,32,73434254,372,5808,18800219590084
HyperLogLog,6,4,36,64981621,417,1464005,8281301175625
HyperLogLog,6,5,48,65286698,325,4589498,61388981824
HyperLogLog,6,6,56,61473704,615,4588633,60961091409
HyperLogLog,7,1,20,57738032,868,149,18849325579561
HyperLogLog,7,2,36,71306739,496,732,18844263636004
HyperLogLog,7,3,56,78734777,438,11718,18749003920144
HyperLogLog,7,4,68,72005154,496,2560053,3174372932329
HyperLogLog,7,5,92,78780696,662,4248316,8726175396
HyperLogLog,7,6,108,74706390,468,4248316,8726175396
HyperLogLog,8,1,36,73265557,1090,300,18848014444900
HyperLogLog,8,2,68,74947758,495,1471,18837848187081
HyperLogLog,8,3,108,79355510,615,23536,18646799421636
HyperLogLog,8,4,132,69227552,555,3672568,447777782244
HyperLogLog,8,5,176,72464860,488,4364026,497111616
HyperLogLog,8,6,212,70933650,465,4364026,497111616
HyperLogLog,9,1,68,63714034,826,601,18845400994641
HyperLogLog,9,2,132,71583040,714,2948,18825029243524
HyperLogLog,9,3,212,74918221,729,47171,18443237004481
HyperLogLog,9,4,260,66690646,850,4009656,110273141476
HyperLogLog,9,5,348,63593851,676,4230057,12470858929
HyperLogLog,9,6,416,62424053,1090,4230057,12470858929
HyperLogLog,10,1,132,63185097,1348,1204,18840165956676
HyperLogLog,10,2,260,67842211,941,5902,18799404445584
HyperLogLog,10,3,416,69824133,1304,94442,18039455354944
HyperLogLog,10,4,516,65345138,1056,4147695,37649581225
HyperLogLog,10,5,688,70306702,896,4212859,16607734641
HyperLogLog,10,6,824,73920163,1010,4212856,16608507876
HyperLogLog,11,1,260,62740233,1919,2408,18829715419684
HyperLogLog,11,2,516,65712359,1494,11811,18748198546561
HyperLogLog,11,3,824,70709632,1507,188984,17245299340516
HyperLogLog,11,4,1028,66407801,1524,4254842,7549524544
HyperLogLog,11,5,1372,70526893,1494,4272092,4849451044
HyperLogLog,11,6,1644,69605030,1460,4272094,4849172496
HyperLogLog,12,1,516,63092476,26849,4815,18808831717225
HyperLogLog,12,2,1028,65783464,2728,23629,18645996246201
HyperLogLog,12,3,1644,71835106,2833,378069,15710608522921
HyperLogLog,12,4,2052,68181915,2989,4308320,1116228100
HyperLogLog,12,5,2736,78487481,3082,4313035,823403025
HyperLogLog,12,6,3284,78493238,2904,4313035,823403025
HyperLogLog,13,1,1028,68989837,5963,9636,18767038424836
HyperLogLog,13,2,2052,70696537,5311,47264,18442438225156
HyperLogLog,13,3,3284,78188816,5619,756053,12857079548329
HyperLogLog,13,4,4100,69061682,4655,4321474,410305536
HyperLogLog,13,5,5468,76291590,5501,4322536,368409636
HyperLogLog,13,6,6560,77986888,5341,4322536,368409636
HyperLogLog,14,1,2052,69635296,11971,19269,18683669096521
HyperLogLog,14,2,4100,75754279,25788,94536,18038656873636
HyperLogLog,14,3,6560,80079350,10453,1485823,8156204792649
HyperLogLog,14,4,8196,66935816,9632,4290120,2663592100
HyperLogLog,14,5,10928,68827542,9213,4290382,2636617104
HyperLogLog,14,6,13112,69392043,9366,4290382,2636617104
HyperLogLog,15,1,4100,60515367,17478,38541,18517435569721
HyperLogLog,15,2,8196,64647732,18200,189078,17244518633104
HyperLogLog,15,3,13112,67852371,19793,2604883,3016637501409
HyperLogLog,15,4,16388,69074475,20215,4309791,1020099721
HyperLogLog,15,5,21852,83254129,20681,4309856,1015951876
HyperLogLog,15,6,26220,76617607,19528,4309856,1015951876
HyperLogLog,16,1,8196,65966182,46064,77087,18187179917449
HyperLogLog,16,2,16388,76934376,40575,378162,15709871290624
HyperLogLog,16,3,26220,84298848,41545,3598166,552887422096
HyperLogLog,16,4,32772,72905500,37210,4311776,897242116
HyperLogLog,16,5,43696,81039722,38165,4311791,896343721
HyperLogLog,16,6,52436,77265065,38724,4311791,896343721
HashSet,0,0,75497520,552057821,60,4341730,0
HyperLogLog,4,1,8,74687251,956,18,20436827945521
HyperLogLog,4,2,8,76444642,359,86,20436213133449
HyperLogLog,4,3,12,84299349,466,1378,20424533461201
HyperLogLog,4,4,12,76516937,341,352845,17371257037456
